wmc,dit,noc,cbo,rfc,lcom,loc,bug
2,1,0,6,2,1,2,False
27,1,0,14,36,293,293,True
4,1,0,14,29,0,207,False
9,2,0,19,52,16,404,False
7,1,0,5,19,0,204,True
8,2,0,7,19,26,72,False
18,2,1,14,54,71,460,True
2,1,0,2,2,1,2,False
6,1,0,9,16,0,89,True
6,3,0,2,19,15,184,False
11,1,0,40,25,0,135,False
17,5,0,25,77,60,429,True
7,8,0,11,31,21,157,False
2,2,0,10,9,1,106,False
10,2,0,6,30,1,246,False
6,2,0,5,25,3,215,False
2,2,0,1,4,1,16,False
2,2,0,6,9,1,24,False
10,5,0,7,42,43,219,False
3,2,0,4,9,1,106,False
7,1,0,7,20,0,392,True
5,7,0,6,47,2,461,False
5,2,0,5,29,2,198,False
12,6,0,7,44,26,650,True
6,1,0,1,6,15,6,False
239,4,0,66,478,13445,9017,True
2,2,0,9,6,1,54,False
4,1,1,4,12,6,37,False
15,7,0,14,71,77,584,False
12,7,0,7,59,52,284,False
3,1,0,9,19,3,54,True
6,1,0,6,9,15,34,False
19,5,0,20,83,105,477,True
14,7,0,7,55,67,356,False
13,2,0,1,20,30,115,False
40,7,0,28,162,542,1807,True
3,2,0,5,11,0,87,False
9,1,0,6,18,0,368,False
3,2,0,11,13,3,102,False
21,1,0,14,52,0,1738,False
12,1,5,29,18,54,49,False
6,2,0,8,54,5,377,False
1,1,0,12,1,0,617,False
3,2,0,4,9,1,71,False
12,6,0,4,31,28,269,False
60,6,0,138,221,1420,1722,True
34,1,4,37,83,471,679,True
8,3,0,1,14,16,49,False
5,1,0,2,6,10,12,True
3,2,0,4,5,3,20,False
4,2,0,4,9,0,80,False
147,1,0,127,346,9847,5007,True
12,7,0,10,72,32,720,True
3,6,0,3,17,1,263,False
1,4,0,17,2,0,5,False
14,1,0,11,39,61,314,True
2,2,0,7,6,1,36,False
7,2,0,9,22,0,123,False
23,5,0,37,128,153,1181,True
4,2,0,4,16,4,109,False
13,1,0,19,30,26,274,False
5,2,0,7,20,4,153,False
6,6,0,12,36,3,263,True
11,1,0,12,56,23,479,True
6,1,0,4,6,15,6,False
3,6,0,5,28,1,435,False
5,1,0,3,12,0,273,False
13,1,0,76,55,38,446,False
3,1,0,3,4,3,13,False
15,3,3,53,23,43,154,False
12,2,0,5,36,24,253,False
55,1,0,59,148,1039,1684,True
16,3,0,9,65,38,670,True
11,6,0,9,53,25,349,True
3,6,0,4,21,1,159,False
4,2,0,3,17,6,86,False
14,2,0,7,35,37,429,False
6,2,0,17,40,15,286,False
18,1,0,13,102,43,785,False
2,2,0,4,3,1,10,False
16,2,0,15,77,78,1296,True
9,6,0,6,26,34,91,True
4,1,0,4,4,6,4,True
13,1,0,15,65,30,1525,True
3,6,0,6,18,3,66,False
14,1,2,18,23,59,117,True
3,1,1,10,9,1,138,False
53,4,0,22,145,988,1107,True
50,1,0,5,66,3,6280,False
4,1,0,2,7,0,59,False
4,1,0,14,5,0,28,False
7,1,0,7,10,0,64,False
47,2,1,41,109,1019,2549,False
1,2,0,3,2,0,5,False
4,2,0,10,23,6,176,False
6,6,1,11,22,13,75,False
12,2,0,7,36,36,505,False
1,2,0,5,2,0,5,False
27,1,0,3,40,25,1277,False
2,2,0,2,6,1,65,False
11,7,0,11,64,29,396,False
118,1,0,7,180,6075,5207,True
1,2,0,2,2,0,6,False
9,1,0,2,17,2,236,False
9,1,0,6,20,0,112,False
12,1,0,3,25,0,218,False
26,1,0,10,39,311,179,False
2,1,0,2,3,1,16,False
4,1,0,6,4,6,4,False
14,1,0,20,27,0,386,False
5,1,4,5,11,10,48,False
14,7,0,12,98,43,1049,False
11,2,0,3,24,25,177,False
5,2,1,8,11,6,81,False
2,1,0,4,2,1,2,False
45,1,0,41,77,898,1472,False
37,1,0,24,111,666,1616,False
11,1,0,2,17,0,387,False
1,1,0,1,2,0,6,False
21,1,0,14,50,90,660,True
4,1,0,3,13,4,62,True
17,5,0,16,94,106,554,True
1,4,0,3,2,0,5,False
2,2,0,7,7,1,30,False
6,2,0,16,45,15,280,False
14,1,7,9,16,91,38,False
5,2,0,6,13,4,52,False
8,7,0,6,60,20,294,False
13,1,0,27,31,34,237,True
5,2,0,11,33,6,206,False
2,2,0,9,7,1,28,False
22,1,0,21,89,97,623,True
31,5,0,29,83,267,751,True
3,2,0,4,8,0,77,False
2,1,0,3,2,1,2,False
4,1,0,2,5,0,59,False
11,4,0,18,26,33,141,False
5,1,0,5,33,0,161,False
5,1,0,3,12,0,256,False
8,2,0,18,38,28,273,False
2,2,0,12,19,1,91,False
3,2,0,6,9,0,36,False
2,2,0,8,5,1,19,False
9,2,0,15,64,6,727,True
5,1,0,9,20,0,112,False
7,3,0,8,18,5,153,False
16,1,0,14,64,0,1130,True
6,1,0,18,22,0,316,False
2,2,0,10,9,1,36,False
3,2,0,11,18,3,274,False
3,7,0,6,35,3,161,True
13,1,0,12,26,0,110,True
3,1,0,9,19,3,110,True
7,7,0,6,40,9,214,False
118,1,0,197,390,5891,5263,True
2,2,0,12,10,1,137,False
7,2,0,16,17,19,53,False
6,2,0,5,33,9,439,True
6,5,0,10,29,5,140,False
6,5,0,9,29,5,141,False
6,6,0,6,31,9,134,False
11,1,0,2,14,49,50,False
6,2,0,10,14,5,86,False
5,1,0,9,5,10,5,False
413,1,0,48,505,0,23590,False
4,3,0,1,8,4,82,False
10,2,0,10,39,0,552,False
13,1,0,11,60,44,487,True
8,6,0,6,42,10,207,True
5,7,0,8,50,2,362,False
19,7,1,10,108,137,767,True
2,2,0,2,6,1,84,True
5,6,0,5,28,0,338,False
5,1,0,2,17,4,137,False
40,1,0,73,94,780,1674,True
7,1,0,36,7,21,7,False
43,4,0,13,108,737,956,True
4,2,0,12,21,6,280,False
10,1,2,14,26,5,161,False
2,2,0,13,25,1,214,False
